Name,Hours,Address,Street,City,State,Zip Code,Latitude,Longitude
JR Liquor's,Mon-Sun: 5:00am - 11:00pm,"900 E Oak St, Owensboro, KY, 42303",900 E Oak St,Owensboro,KY,42303,37.7591683,-87.0855929
Grab 'N' Go,Mon-Sun: 5:00am - 11:00pm,"7401 New La Grange Road, Owensboro, KY, 42303",7401 New La Grange Road,Owensboro,KY,42303,38.2522615,-85.616303
Joys Liquor,Mon-Sun: 5:00am - 11:00pm,"1509 Crums Lane, Owensboro, KY, 42303",1509 Crums Lane,Owensboro,KY,42303,37.7764878,-86.9979548
Quicky Mart,Mon-Sun: 5:00am - 11:00pm,"1202 Crabtree Ave, Owensboro, KY, 42303",1202 Crabtree Ave,Owensboro,KY,42303,37.7629896,-87.13476899999999
Fuel Express,Mon-Sun: 5:00am - 11:00pm,"1100 E 18th St, Owensboro, KY, 42303",1100 E 18th St,Owensboro,KY,42303,37.7587628,-87.0974998
Circle K,24/7,"8235 Scenic Hwy, Shreveport, LA, 71108",8235 Scenic Hwy,Shreveport,LA,71108,30.5222661,-91.180482
Community Market Baton Rouge,24/7,"1535 Gardere Lane, Shreveport, LA, 71108",1535 Gardere Lane,Shreveport,LA,71108,32.4157694,-93.7084851
Circle K,24/7,"4527 Perkins Rd, Shreveport, LA, 71108",4527 Perkins Rd,Shreveport,LA,71108,30.4165955,-91.1424755
Circle K,24/7,"3015 Millerville Road, Shreveport, LA, 71108",3015 Millerville Road,Shreveport,LA,71108,30.4326227,-91.023669
Circle K,24/7,"6103 Florida Blvd, Shreveport, LA, 71108",6103 Florida Blvd,Shreveport,LA,71108,30.4516248,-91.1267574
Circle K,24/7,"2915 Highland Road, Shreveport, LA, 71108",2915 Highland Road,Shreveport,LA,71108,32.4835552,-93.73941110000001
Circle K,24/7,"14940 Airline Hwy, Shreveport, LA, 71108",14940 Airline Hwy,Shreveport,LA,71108,32.549869,-93.709491
Circle K,24/7,"4718 Plank Rd, Shreveport, LA, 71108",4718 Plank Rd,Shreveport,LA,71108,30.4930169,-91.1548116
Circle K,24/7,"6224 Plank Road, Shreveport, LA, 71108",6224 Plank Road,Shreveport,LA,71108,30.5072096,-91.1498469
Circle K,24/7,"3636 N Sherwood Forest Dr, Shreveport, LA, 71108",3636 N Sherwood Forest Dr,Shreveport,LA,71108,30.484448,-91.05809599999999
Eric's Grocery,24/7,"3038 North St, Shreveport, LA, 71108",3038 North St,Shreveport,LA,71108,32.440875,-93.7892328
Circle K,24/7,"5857 Essen Ln, Shreveport, LA, 71108",5857 Essen Ln,Shreveport,LA,71108,30.3954036,-91.1089806
Valero - Corner Market,24/7,"4910 Barksdale Blvd, Shreveport, LA, 71108",4910 Barksdale Blvd,Shreveport,LA,71108,32.4596467,-93.6626606
Circle K,24/7,"102 Rushing Rd W, Shreveport, LA, 71108",102 Rushing Rd W,Shreveport,LA,71108,30.4564842,-90.95690619999999
Circle K,24/7,"1570 Westbank Expy, Shreveport, LA, 71108",1570 Westbank Expy,Shreveport,LA,71108,29.9036997,-90.06569270000001
Texaco Gas,24/7,"2700 North University Ave, Shreveport, LA, 71108",2700 North University Ave,Shreveport,LA,71108,30.2762094,-92.0491929
Circle K,24/7,"615 W University Ave, Shreveport, LA, 71108",615 W University Ave,Shreveport,LA,71108,32.440875,-93.7892328
Circle K,24/7,"1912 NE Evangeline Throughway, Shreveport, LA, 71108",1912 NE Evangeline Throughway,Shreveport,LA,71108,30.2484357,-92.0119751
Circle K,24/7,"2602 Kaliste Saloom Rd, Shreveport, LA, 71108",2602 Kaliste Saloom Rd,Shreveport,LA,71108,30.1561034,-92.04957569999999
Circle K,24/7,"4400 Johnston St, Shreveport, LA, 71108",4400 Johnston St,Shreveport,LA,71108,30.1941672,-92.0586309
Circle K,24/7,"1717 Gerstner Memorial Dr, Shreveport, LA, 71108",1717 Gerstner Memorial Dr,Shreveport,LA,71108,30.2170144,-93.1796918
Charge Up,24/7,"2616 Lake St, Shreveport, LA, 71108",2616 Lake St,Shreveport,LA,71108,32.5106096,-93.7449802
Circle K,24/7,"2209 N Causeway Blvd, Shreveport, LA, 71108",2209 N Causeway Blvd,Shreveport,LA,71108,29.9929312,-90.15520409999999
Shell - Corner Market,24/7,"1501 N 18th St, Shreveport, LA, 71108",1501 N 18th St,Shreveport,LA,71108,32.5236911,-92.1130962
Circle K,24/7,"1201 2nd St, Shreveport, LA, 71108",1201 2nd St,Shreveport,LA,71108,32.4539776,-93.7683662
Circle K,24/7,"6050 Magazine St, Shreveport, LA, 71108",6050 Magazine St,Shreveport,LA,71108,32.4608056,-93.75795389999999
Circle K,24/7,"704 Howard Ave, Shreveport, LA, 71108",704 Howard Ave,Shreveport,LA,71108,32.440875,-93.7892328
Holy Smoke and Vape,24/7,"5109 Monkhouse Dr, Shreveport, LA, 71108",5109 Monkhouse Dr,Shreveport,LA,71108,32.4596291,-93.8271487
Circle K,24/7,"2450 Lakeshore Dr, Shreveport, LA, 71108",2450 Lakeshore Dr,Shreveport,LA,71108,32.4931807,-93.7769452
Circle K,24/7,"1416 Hollywood Ave, Shreveport, LA, 71108",1416 Hollywood Ave,Shreveport,LA,71108,32.456989,-93.7591624
Gulf Gas Station,CLOSED,"909 Dundalk Ave, Waldorf, MD, 20603",909 Dundalk Ave,Waldorf,MD,20603,39.28286620000001,-76.5360205
Broadway Liquor's,CLOSED,"1645 East Baltimore St, Waldorf, MD, 20603",1645 East Baltimore St,Waldorf,MD,20603,39.2914238,-76.59409140000001
Bubble City Laundromat,CLOSED,"2333 E Northern Pkwy, Waldorf, MD, 20603",2333 E Northern Pkwy,Waldorf,MD,20603,39.3678941,-76.56588909999999
BP,CLOSED,"4608 Liberty Heights Ave, Waldorf, MD, 20603",4608 Liberty Heights Ave,Waldorf,MD,20603,39.331522,-76.6952187
Lowest Price Gas,CLOSED,"5342 Sheriff Road, Waldorf, MD, 20603",5342 Sheriff Road,Waldorf,MD,20603,38.90473009999999,-76.92097869999999
Royal Tobacco,CLOSED,"4524 St Barnabas Rd, Waldorf, MD, 20603",4524 St Barnabas Rd,Waldorf,MD,20603,38.8264328,-76.9443522
Sunset Mart,CLOSED,"3204 Curtis Dr., Waldorf, MD, 20603",3204 Curtis Dr.,Waldorf,MD,20603,38.8471266,-76.95348129999999
Beav's Smoke Shop,CLOSED,"1640 E Joppa Rd, Waldorf, MD, 20603",1640 E Joppa Rd,Waldorf,MD,20603,39.397289,-76.563915
St. Charles Towne Center,CLOSED,"11110 Mall Circle, Waldorf, MD, 20603",11110 Mall Circle,Waldorf,MD,20603,38.6169391,-76.9264939
Andover Spa Wine & Spirits,Mon-Sun: 8:00am - 10:00pm,"9 Elm St, Worcester, MA, 01063",9 Elm St,Worcester,MA,01063,42.2646419,-71.80234899999999
Avon Gas,Mon-Sun: 8:00am - 10:00pm,"284 East Main Street, Worcester, MA, 01063",284 East Main Street,Worcester,MA,01063,42.266383,-71.801408
One Stop Convenience,Mon-Sun: 8:00am - 10:00pm,"722 Boston Rd, Worcester, MA, 01063",722 Boston Rd,Worcester,MA,01063,42.2771411,-71.69795479999999
J & T Mobil Gas Station,Mon-Sun: 8:00am - 10:00pm,"273 E Berkeley Street, Worcester, MA, 01063",273 E Berkeley Street,Worcester,MA,01063,42.3429248,-71.0630695
Newtown Food Mart,Mon-Sun: 8:00am - 10:00pm,"87 Medford St., Worcester, MA, 01063",87 Medford St.,Worcester,MA,01063,,
Chansky's,Mon-Sun: 8:00am - 10:00pm,"161 Sutherland Rd., Worcester, MA, 01063",161 Sutherland Rd.,Worcester,MA,01063,42.3411566,-71.1467547
Quality Mart,Mon-Sun: 8:00am - 10:00pm,"21 Massachusetts Ave, Worcester, MA, 01063",21 Massachusetts Ave,Worcester,MA,01063,42.2768999,-71.8128447
Northstation Liquors,Mon-Sun: 8:00am - 10:00pm,"103 Causeway St, Worcester, MA, 01063",103 Causeway St,Worcester,MA,01063,42.3649198,-71.0618128
Condor Market,Mon-Sun: 8:00am - 10:00pm,"655 Saratoga St., Worcester, MA, 01063",655 Saratoga St.,Worcester,MA,01063,42.3154544,-71.82278
Boston Food Shops & Deli,Mon-Sun: 8:00am - 10:00pm,"390 Washington St, Worcester, MA, 01063",390 Washington St,Worcester,MA,01063,42.2524622,-71.7999907
Holy Smoke & Vape Shop,Mon-Sun: 8:00am - 10:00pm,"1610 Commonwealth Ave, Worcester, MA, 01063",1610 Commonwealth Ave,Worcester,MA,01063,42.2546727,-71.7630745
Petro Save,Mon-Sun: 8:00am - 10:00pm,"64 N Montello St, Worcester, MA, 01063",64 N Montello St,Worcester,MA,01063,42.0871077,-71.0175308
Petro Save,Mon-Sun: 8:00am - 10:00pm,"1126 N Montello St, Worcester, MA, 01063",1126 N Montello St,Worcester,MA,01063,42.1145206,-71.0290575
Burlington Mall,Mon-Sun: 8:00am - 10:00pm,"75 Middlesex Turnpike, Worcester, MA, 01063",75 Middlesex Turnpike,Worcester,MA,01063,42.4822898,-71.21354389999999
Sunoco,Mon-Sun: 8:00am - 10:00pm,"80 Chelmsford St, Worcester, MA, 01063",80 Chelmsford St,Worcester,MA,01063,42.600984,-71.34782969999999
Family Food Mart,Mon-Sun: 8:00am - 10:00pm,"324 Revere Beach Parkway, Worcester, MA, 01063",324 Revere Beach Parkway,Worcester,MA,01063,42.4051291,-71.0288717
Sunoco,Mon-Sun: 8:00am - 10:00pm,"564 Main St, Worcester, MA, 01063",564 Main St,Worcester,MA,01063,42.2609168,-71.80405850000001
V & D Variety Store,Mon-Sun: 8:00am - 10:00pm,"295 Adams St., Worcester, MA, 01063",295 Adams St.,Worcester,MA,01063,42.2716272,-71.7779884
Union Mart,Mon-Sun: 8:00am - 10:00pm,"123 Cottage St, Worcester, MA, 01063",123 Cottage St,Worcester,MA,01063,42.2648283,-71.8108632
Topps Liquor,Mon-Sun: 8:00am - 10:00pm,"128 Water St #5478, Worcester, MA, 01063",128 Water St #5478,Worcester,MA,01063,42.2559157,-71.7967395
Stop and Go Convenience,Mon-Sun: 8:00am - 10:00pm,"387 S Main St, Worcester, MA, 01063",387 S Main St,Worcester,MA,01063,42.2642442,-71.80162279999999
McCann's Liquors,Mon-Sun: 8:00am - 10:00pm,"253 S Union St, Worcester, MA, 01063",253 S Union St,Worcester,MA,01063,42.5134511,-71.76155229999999
Econo-Mart,Mon-Sun: 8:00am - 10:00pm,"1280 Lawrence St, Worcester, MA, 01063",1280 Lawrence St,Worcester,MA,01063,42.2457792,-71.8058818
Pacific Liquors,Mon-Sun: 8:00am - 10:00pm,"421 Central St, Worcester, MA, 01063",421 Central St,Worcester,MA,01063,42.2655359,-71.7920451
Windsor Shoppe,Mon-Sun: 8:00am - 10:00pm,"583 Westford St, Worcester, MA, 01063",583 Westford St,Worcester,MA,01063,42.633942,-71.33692719999999
El Colmadon,Mon-Sun: 8:00am - 10:00pm,"64 Franklin St, Worcester, MA, 01063",64 Franklin St,Worcester,MA,01063,42.261267,-71.80082019999999
Route 20 Convenience,Mon-Sun: 8:00am - 10:00pm,"2 Boston Post Rd East, Worcester, MA, 01063",2 Boston Post Rd East,Worcester,MA,01063,42.3523593,-71.529877
Mr. K's Discount Wine and Spirits,Mon-Sun: 8:00am - 10:00pm,"980 Boylston St, Worcester, MA, 01063",980 Boylston St,Worcester,MA,01063,42.3285928,-71.7911503
Convenient Food Mart,Mon-Sun: 8:00am - 10:00pm,"1237 Washington St, Worcester, MA, 01063",1237 Washington St,Worcester,MA,01063,42.255411,-71.799841
Sunoco,Mon-Sun: 8:00am - 10:00pm,"145 Canal Street, Worcester, MA, 01063",145 Canal Street,Worcester,MA,01063,42.01582579999999,-71.54322499999999
A-Mart Grocery,Mon-Sun: 8:00am - 10:00pm,"524 North St, Worcester, MA, 01063",524 North St,Worcester,MA,01063,42.2821246,-71.80293619999999
Plymouth Liquor Mart,Mon-Sun: 8:00am - 10:00pm,"285 Court St, Worcester, MA, 01063",285 Court St,Worcester,MA,01063,42.2703709,-71.8004918
Sam's Variety,Mon-Sun: 8:00am - 10:00pm,"125 Billings Road N, Worcester, MA, 01063",125 Billings Road N,Worcester,MA,01063,42.2752677,-71.02187219999999
Super Mart,Mon-Sun: 8:00am - 10:00pm,"1151 N Main St, Worcester, MA, 01063",1151 N Main St,Worcester,MA,01063,42.2441492,-71.8364307
Wonderland Convenience,Mon-Sun: 8:00am - 10:00pm,"1247 N Shore Rd., Worcester, MA, 01063",1247 N Shore Rd.,Worcester,MA,01063,42.3040042,-71.8106964
Square One Mall,Mon-Sun: 8:00am - 10:00pm,"1201 Broadway, Worcester, MA, 01063",1201 Broadway,Worcester,MA,01063,42.256362,-71.79636599999999
Quick Stop Mini Mart,Mon-Sun: 8:00am - 10:00pm,"70 Mink St, Worcester, MA, 01063",70 Mink St,Worcester,MA,01063,41.7910536,-71.3311815
Turnpike Discount Liquors,Mon-Sun: 8:00am - 10:00pm,"166 Boston Turnpike, Worcester, MA, 01063",166 Boston Turnpike,Worcester,MA,01063,42.2747065,-71.7472113
Friendly Market,Mon-Sun: 8:00am - 10:00pm,"71 Springfield St., Worcester, MA, 01063",71 Springfield St.,Worcester,MA,01063,42.1475323,-72.6056668
Food Mart,Mon-Sun: 8:00am - 10:00pm,"191 Berkshire Ave, Worcester, MA, 01063",191 Berkshire Ave,Worcester,MA,01063,42.1278514,-72.5358955
Sunny's Convenience,Mon-Sun: 8:00am - 10:00pm,"100 Lawton St, Worcester, MA, 01063",100 Lawton St,Worcester,MA,01063,42.2414847,-71.76499780000002
Galloway's,Mon-Sun: 8:00am - 10:00pm,"1079 Main Street, Worcester, MA, 01063",1079 Main Street,Worcester,MA,01063,42.2448984,-71.8327181
Sunny's Convenience,Mon-Sun: 8:00am - 10:00pm,"2260 Westfield St, Worcester, MA, 01063",2260 Westfield St,Worcester,MA,01063,42.2562704,-71.82531999999999
Lucky Mart,Mon-Sun: 8:00am - 10:00pm,"286 Southampton Rd, Worcester, MA, 01063",286 Southampton Rd,Worcester,MA,01063,42.1481733,-72.72925049999999
One Stop,Mon-Sun: 8:00am - 10:00pm,"1406 Main St, Worcester, MA, 01063",1406 Main St,Worcester,MA,01063,42.240989,-71.854636
Speedy Mart,Mon-Sun: 8:00am - 10:00pm,"783 Grafton St, Worcester, MA, 01063",783 Grafton St,Worcester,MA,01063,42.250627,-71.7644955
Randell Package Store,Mon-Sun: 8:00am - 10:00pm,"108 Canterbury St, Worcester, MA, 01063",108 Canterbury St,Worcester,MA,01063,42.2473333,-71.8169733
Exxon,Mon-Sun: 6:00am -12:00am,"16650 Southfield Road, Ypsilanti, MI, 48197",16650 Southfield Road,Ypsilanti,MI,48197,42.2628301,-83.21736059999999
Main Street Clark,Mon-Sun: 6:00am -12:00am,"601 S Main St, Ypsilanti, MI, 48197",601 S Main St,Ypsilanti,MI,48197,42.2738203,-83.7486734
Katie Plaza Discount Liquor,Mon-Sun: 6:00am -12:00am,"594 W Columbia Ave, Ypsilanti, MI, 48197",594 W Columbia Ave,Ypsilanti,MI,48197,42.202985,-83.49543609999999
Citgo Gas Station,Mon-Sun: 6:00am -12:00am,"1344 E Columbia Ave, Ypsilanti, MI, 48197",1344 E Columbia Ave,Ypsilanti,MI,48197,42.2041181,-83.4819128
Piper Park Party Store,Mon-Sun: 6:00am -12:00am,"375 Capital Ave NE, Ypsilanti, MI, 48197",375 Capital Ave NE,Ypsilanti,MI,48197,42.3238362,-85.1679454
Short Stop,Mon-Sun: 6:00am -12:00am,"100 E Sherwood St, Ypsilanti, MI, 48197",100 E Sherwood St,Ypsilanti,MI,48197,42.2708096,-83.5746992
Marathon,Mon-Sun: 6:00am -12:00am,"17800 W Seven Mile Road, Ypsilanti, MI, 48197",17800 W Seven Mile Road,Ypsilanti,MI,48197,42.4305268,-83.21851810000001
Fairlane Town Center,Mon-Sun: 6:00am -12:00am,"18900 Michigan Ave, Ypsilanti, MI, 48197",18900 Michigan Ave,Ypsilanti,MI,48197,42.2180751,-83.66339239999999
Grand River Express,Mon-Sun: 6:00am -12:00am,"16535 Grand River Ave, Ypsilanti, MI, 48197",16535 Grand River Ave,Ypsilanti,MI,48197,42.3968649,-83.2094747
Marathon Gas,Mon-Sun: 6:00am -12:00am,"26404 US-12, Ypsilanti, MI, 48197",26404 US-12,Ypsilanti,MI,48197,41.8002222,-86.0768136
Montegos Party Shop,Mon-Sun: 6:00am -12:00am,"3021 Linden Road, Ypsilanti, MI, 48197",3021 Linden Road,Ypsilanti,MI,48197,42.24019089999999,-83.62571
Jimys Liquor,Mon-Sun: 6:00am -12:00am,"5425 S Dort Hwy, Ypsilanti, MI, 48197",5425 S Dort Hwy,Ypsilanti,MI,48197,42.948599,-83.6523177
Circle K,Mon-Sun: 6:00am -12:00am,"514 Michigan St NE, Ypsilanti, MI, 48197",514 Michigan St NE,Ypsilanti,MI,48197,42.96975680000001,-85.65644619999999
Mobil Mart,Mon-Sun: 6:00am -12:00am,"161 W 9 Mile Rd, Ypsilanti, MI, 48197",161 W 9 Mile Rd,Ypsilanti,MI,48197,42.460377,-83.135722
Marathon,Mon-Sun: 6:00am -12:00am,"1114 Douglas Ave, Ypsilanti, MI, 48197",1114 Douglas Ave,Ypsilanti,MI,48197,42.2459843,-83.638431
Sunny Liquor,Mon-Sun: 6:00am -12:00am,"3115 S Westnedge Ave, Ypsilanti, MI, 48197",3115 S Westnedge Ave,Ypsilanti,MI,48197,42.2599259,-85.5891453
Big Rock 66,Mon-Sun: 6:00am -12:00am,"3320 Ravine Rd, Ypsilanti, MI, 48197",3320 Ravine Rd,Ypsilanti,MI,48197,42.20200920000001,-83.5695867
Jacks Party Store,Mon-Sun: 6:00am -12:00am,"1601 E Stockbridge Ave, Ypsilanti, MI, 48197",1601 E Stockbridge Ave,Ypsilanti,MI,48197,42.2776447,-85.5602048
Meridian Mall,Mon-Sun: 6:00am -12:00am,"1982 W. Grand River Avenue, Ypsilanti, MI, 48197",1982 W. Grand River Avenue,Ypsilanti,MI,48197,42.7229829,-84.4202225
Lansing Gas Station - Marathon,Mon-Sun: 6:00am -12:00am,"4600 S Cedar St., Ypsilanti, MI, 48197",4600 S Cedar St.,Ypsilanti,MI,48197,42.68739619999999,-84.54832979999999
Laurel Park Place,Mon-Sun: 6:00am -12:00am,"37700 Six Mile Rd, Ypsilanti, MI, 48197",37700 Six Mile Rd,Ypsilanti,MI,48197,42.4135498,-83.4162224
Marathon,Mon-Sun: 6:00am -12:00am,"625 Orchard Lake Rd, Ypsilanti, MI, 48197",625 Orchard Lake Rd,Ypsilanti,MI,48197,42.6277006,-83.31208629999999
Una Travel Center,Mon-Sun: 6:00am -12:00am,"18125 E 10 Mile Rd, Ypsilanti, MI, 48197",18125 E 10 Mile Rd,Ypsilanti,MI,48197,42.4804149,-82.9343999
Sunoco,Mon-Sun: 6:00am -12:00am,"301 S Michigan Ave, Ypsilanti, MI, 48197",301 S Michigan Ave,Ypsilanti,MI,48197,42.2406367,-83.6164678
Liquor King,Mon-Sun: 6:00am -12:00am,"5493 Dixie Hwy, Ypsilanti, MI, 48197",5493 Dixie Hwy,Ypsilanti,MI,48197,43.3797711,-83.8962045
Pittsfield Sunoco,Mon-Sun: 6:00am -12:00am,"6999 E Michigan Ave, Ypsilanti, MI, 48197",6999 E Michigan Ave,Ypsilanti,MI,48197,42.24111569999999,-83.6039682
Shell Gas,Mon-Sun: 6:00am -12:00am,"27050 Lahser Road, Ypsilanti, MI, 48197",27050 Lahser Road,Ypsilanti,MI,48197,42.48736239999999,-83.2610265
Srilak Mart (Mix Mart),Mon-Sun: 6:00am -12:00am,"27105 Shiawassee St, Ypsilanti, MI, 48197",27105 Shiawassee St,Ypsilanti,MI,48197,42.949754,-84.1857115
BP Gas Station,Mon-Sun: 6:00am -12:00am,"39025 Van Dyke Ave, Ypsilanti, MI, 48197",39025 Van Dyke Ave,Ypsilanti,MI,48197,42.5807869,-83.03074529999999
Gill's Corner Store,Mon-Sun: 6:00am -12:00am,"53056 US-131, Ypsilanti, MI, 48197",53056 US-131,Ypsilanti,MI,48197,42.0266277,-85.6363009
John's Liquor,Mon-Sun: 6:00am -12:00am,"4009 Livernois Rd, Ypsilanti, MI, 48197",4009 Livernois Rd,Ypsilanti,MI,48197,42.5775886,-83.1488037
BP,Mon-Sun: 6:00am -12:00am,"10580 Highland Rd, Ypsilanti, MI, 48197",10580 Highland Rd,Ypsilanti,MI,48197,42.2318576,-83.62945859999999
BP,Mon-Sun: 6:00am -12:00am,"1645 Washtenaw Ave, Ypsilanti, MI, 48197",1645 Washtenaw Ave,Ypsilanti,MI,48197,42.2473588,-83.6390203
Circle K,24/7,"8401 Lyndale Ave S., St. Louis Park, MN, 55416",8401 Lyndale Ave S.,St. Louis Park,MN,55416,44.8512431,-93.2878772
Circle K,24/7,"5401 W. Old Shakopee Rd, St. Louis Park, MN, 55416",5401 W. Old Shakopee Rd,St. Louis Park,MN,55416,44.807057,-93.3518012
E-vapor &Tobacco,24/7,"4658 85th Ave N, St. Louis Park, MN, 55416",4658 85th Ave N,St. Louis Park,MN,55416,45.1099596,-93.3404922
Burnsville Center,24/7,"1178 Burnsville Center, St. Louis Park, MN, 55416",1178 Burnsville Center,St. Louis Park,MN,55416,44.7440223,-93.2888189
Miller Hill Mall,24/7,"1600 Miller Trunk Hwy, St. Louis Park, MN, 55416",1600 Miller Trunk Hwy,St. Louis Park,MN,55416,46.8042878,-92.1597824
Twin Cities Premium Outlets,24/7,"3965 Eagan Outlets Pkwy, St. Louis Park, MN, 55416",3965 Eagan Outlets Pkwy,St. Louis Park,MN,55416,44.8154013,-93.21519479999999
Circle K,24/7,"200 57th Ave NE, St. Louis Park, MN, 55416",200 57th Ave NE,St. Louis Park,MN,55416,45.0711478,-93.2677429
Circle K,24/7,"3550 Cedar Ave S., St. Louis Park, MN, 55416",3550 Cedar Ave S.,St. Louis Park,MN,55416,44.9378999,-93.2477012
Circle K,24/7,"2124 E Franklin Ave, St. Louis Park, MN, 55416",2124 E Franklin Ave,St. Louis Park,MN,55416,44.9627138,-93.2496427
Circle K,24/7,"601 N 5th St, St. Louis Park, MN, 55416",601 N 5th St,St. Louis Park,MN,55416,44.9844404,-93.280104
Uptown Tobacco & E-Cig,24/7,"1408 W Lake St, St. Louis Park, MN, 55416",1408 W Lake St,St. Louis Park,MN,55416,44.9487877,-93.2976137
Circle K,24/7,"5410 Lakeland Ave N, St. Louis Park, MN, 55416",5410 Lakeland Ave N,St. Louis Park,MN,55416,45.0513948,-93.35391659999999
Southdale Center Mall,24/7,"10 Southdale Center, St. Louis Park, MN, 55416",10 Southdale Center,St. Louis Park,MN,55416,44.8817258,-93.3255581
Smokies Tobacco,24/7,"10100 6th Ave N Suite #111, St. Louis Park, MN, 55416",10100 6th Ave N Suite #111,St. Louis Park,MN,55416,44.9850569,-93.40976859999999
Holiday,24/7,"1345 Marshall Ave, St. Louis Park, MN, 55416",1345 Marshall Ave,St. Louis Park,MN,55416,44.9487555,-93.157417
Circle K,24/7,"500 E 7th St, St. Louis Park, MN, 55416",500 E 7th St,St. Louis Park,MN,55416,44.9336894,-93.3451446
Circle K,24/7,"5720 Excelsior Blvd, St. Louis Park, MN, 55416",5720 Excelsior Blvd,St. Louis Park,MN,55416,44.92975149999999,-93.352864
Circle K,Mon-Sun: 5:00am - 12:00am,"1000 Cedar Lake Rd, Southaven, MS, 38671",1000 Cedar Lake Rd,Southaven,MS,38671,34.9854236,-90.0895218
Quick Start,Mon-Sun: 5:00am - 12:00am,"2018 Pass Rd, Southaven, MS, 38671",2018 Pass Rd,Southaven,MS,38671,30.380527,-89.0870116
Circle K,Mon-Sun: 5:00am - 12:00am,"2166 Highway 18, Southaven, MS, 38671",2166 Highway 18,Southaven,MS,38671,34.9837306,-89.99067339999999
Circle K,Mon-Sun: 5:00am - 12:00am,"2391 Lakeland Drive, Southaven, MS, 38671",2391 Lakeland Drive,Southaven,MS,38671,32.3282185,-90.11891729999999
Circle K,Mon-Sun: 5:00am - 12:00am,"2803 25th Ave, Southaven, MS, 38671",2803 25th Ave,Southaven,MS,38671,34.9837306,-89.99067339999999
Circle K,Mon-Sun: 5:00am - 12:00am,"11305 Three Rivers Rd., Southaven, MS, 38671",11305 Three Rivers Rd.,Southaven,MS,38671,30.4488928,-89.0760674
Gulfport Premium Outlets,Mon-Sun: 5:00am - 12:00am,"10000 Factory Shop Blvd, Southaven, MS, 38671",10000 Factory Shop Blvd,Southaven,MS,38671,34.93625550000001,-89.9916172
Shell,Mon-Sun: 5:00am - 12:00am,"2500 25th Ave, Southaven, MS, 38671",2500 25th Ave,Southaven,MS,38671,34.9837306,-89.99067339999999
Circle K,Mon-Sun: 5:00am - 12:00am,"10406 Hwy. 49, Southaven, MS, 38671",10406 Hwy. 49,Southaven,MS,38671,30.4378749,-89.0968721
Circle K,Mon-Sun: 5:00am - 12:00am,"4050 US Highway 11, Southaven, MS, 38671",4050 US Highway 11,Southaven,MS,38671,33.803201,-86.39695619999999
Turtle Creek Mall,Mon-Sun: 5:00am - 12:00am,"1000 Turtle Creek Drive, Southaven, MS, 38671",1000 Turtle Creek Drive,Southaven,MS,38671,31.3265635,-89.37632649999999
Marathon Gas,Mon-Sun: 5:00am - 12:00am,"3800 W 4th St, Southaven, MS, 38671",3800 W 4th St,Southaven,MS,38671,31.3349669,-89.34546399999999
Express Food Mart,Mon-Sun: 5:00am - 12:00am,"1510 Nail Road W, Southaven, MS, 38671",1510 Nail Road W,Southaven,MS,38671,34.9487663,-90.01705199999999
Fast Fill,Mon-Sun: 5:00am - 12:00am,"6585 Old Canton Road, Southaven, MS, 38671",6585 Old Canton Road,Southaven,MS,38671,32.4028427,-90.1081719
Fast Fill,Mon-Sun: 5:00am - 12:00am,"455 Briarwood Dr, Southaven, MS, 38671",455 Briarwood Dr,Southaven,MS,38671,34.9581676,-90.0457721
Circle K,Mon-Sun: 5:00am - 12:00am,"1264 High St, Southaven, MS, 38671",1264 High St,Southaven,MS,38671,34.9921033,-90.01238599999999
Fuel Time,Mon-Sun: 5:00am - 12:00am,"1054 Gluckstadt Road, Southaven, MS, 38671",1054 Gluckstadt Road,Southaven,MS,38671,32.5175419,-90.1117405
Circle K,Mon-Sun: 5:00am - 12:00am,"1860 Main Street, Southaven, MS, 38671",1860 Main Street,Southaven,MS,38671,34.9918481,-90.022037
Exxon,Mon-Sun: 5:00am - 12:00am,"2216 MS-19, Southaven, MS, 38671",2216 MS-19,Southaven,MS,38671,32.3810215,-88.7475581
Circle K,Mon-Sun: 5:00am - 12:00am,"9256 Goodman Rd, Southaven, MS, 38671",9256 Goodman Rd,Southaven,MS,38671,34.962537,-89.96519939999999
Texaco,Mon-Sun: 5:00am - 12:00am,"3021 Market St., Southaven, MS, 38671",3021 Market St.,Southaven,MS,38671,34.9837306,-89.99067339999999
GetGo,Mon-Sun: 5:00am - 12:00am,"8279 US-51, Southaven, MS, 38671",8279 US-51,Southaven,MS,38671,34.981599,-90.0159769
On the Run,24/7,"14807 Manchester Rd, Wentzville, MO, 63385",14807 Manchester Rd,Wentzville,MO,63385,38.59344249999999,-90.537193
BP,24/7,"11747 St Charles Rock Road, Wentzville, MO, 63385",11747 St Charles Rock Road,Wentzville,MO,63385,38.7456935,-90.4168487
On the Run,24/7,"1789 Clarkson Rd, Wentzville, MO, 63385",1789 Clarkson Rd,Wentzville,MO,63385,38.64219,-90.5678224
On the Run,24/7,"11109 Olive Blvd, Wentzville, MO, 63385",11109 Olive Blvd,Wentzville,MO,63385,38.6737505,-90.42521880000001
On the Run,24/7,"4132 N Hwy 67, Wentzville, MO, 63385",4132 N Hwy 67,Wentzville,MO,63385,38.8158163,-90.2797258
Northpark Mall,24/7,"101 North Line Road, Wentzville, MO, 63385",101 North Line Road,Wentzville,MO,63385,38.825667,-90.841348
